naics22,itemDescription,sector,subsector,industry,naicsIndustry,nationalIndustry
541420,Furniture design services,"Professional, Scientific, and Technical Services (T)","Professional, Scientific, and Technical Services (T)",Specialized Design Services (T),Industrial Design Services (T),Industrial Design Services
541420,Handtool industrial design services,"Professional, Scientific, and Technical Services (T)","Professional, Scientific, and Technical Services (T)",Specialized Design Services (T),Industrial Design Services (T),Industrial Design Services
541420,Industrial design consulting services,"Professional, Scientific, and Technical Services (T)","Professional, Scientific, and Technical Services (T)",Specialized Design Services (T),Industrial Design Services (T),Industrial Design Services
541420,Industrial design services,"Professional, Scientific, and Technical Services (T)","Professional, Scientific, and Technical Services (T)",Specialized Design Services (T),Industrial Design Services (T),Industrial Design Services
541420,Packaging industrial design services,"Professional, Scientific, and Technical Services (T)","Professional, Scientific, and Technical Services (T)",Specialized Design Services (T),Industrial Design Services (T),Industrial Design Services
541420,Tool industrial design services,"Professional, Scientific, and Technical Services (T)","Professional, Scientific, and Technical Services (T)",Specialized Design Services (T),Industrial Design Services (T),Industrial Design Services
541430,"Art services, commercial","Professional, Scientific, and Technical Services (T)","Professional, Scientific, and Technical Services (T)",Specialized Design Services (T),Graphic Design Services (T),Graphic Design Services
541430,"Art services, graphic","Professional, Scientific, and Technical Services (T)","Professional, Scientific, and Technical Services (T)",Specialized Design Services (T),Graphic Design Services (T),Graphic Design Services
541430,"Art studios, commercial","Professional, Scientific, and Technical Services (T)","Professional, Scientific, and Technical Services (T)",Specialized Design Services (T),Graphic Design Services (T),Graphic Design Services
541430,"Artists, independent commercial","Professional, Scientific, and Technical Services (T)","Professional, Scientific, and Technical Services (T)",Specialized Design Services (T),Graphic Design Services (T),Graphic Design Services
541430,"Artists, independent graphic","Professional, Scientific, and Technical Services (T)","Professional, Scientific, and Technical Services (T)",Specialized Design Services (T),Graphic Design Services (T),Graphic Design Services
541430,"Artists, independent medical","Professional, Scientific, and Technical Services (T)","Professional, Scientific, and Technical Services (T)",Specialized Design Services (T),Graphic Design Services (T),Graphic Design Services
541430,Commercial art services,"Professional, Scientific, and Technical Services (T)","Professional, Scientific, and Technical Services (T)",Specialized Design Services (T),Graphic Design Services (T),Graphic Design Services
541430,"Commercial artists, independent","Professional, Scientific, and Technical Services (T)","Professional, Scientific, and Technical Services (T)",Specialized Design Services (T),Graphic Design Services (T),Graphic Design Services
541430,Commercial illustration services,"Professional, Scientific, and Technical Services (T)","Professional, Scientific, and Technical Services (T)",Specialized Design Services (T),Graphic Design Services (T),Graphic Design Services
541430,"Commercial illustrators, independent","Professional, Scientific, and Technical Services (T)","Professional, Scientific, and Technical Services (T)",Specialized Design Services (T),Graphic Design Services (T),Graphic Design Services
541430,"Communication design services, visual","Professional, Scientific, and Technical Services (T)","Professional, Scientific, and Technical Services (T)",Specialized Design Services (T),Graphic Design Services (T),Graphic Design Services
541430,"Corporate identification (i.e., logo) design services","Professional, Scientific, and Technical Services (T)","Professional, Scientific, and Technical Services (T)",Specialized Design Services (T),Graphic Design Services (T),Graphic Design Services
541430,Graphic art and related design services,"Professional, Scientific, and Technical Services (T)","Professional, Scientific, and Technical Services (T)",Specialized Design Services (T),Graphic Design Services (T),Graphic Design Services
541430,"Graphic artists, independent","Professional, Scientific, and Technical Services (T)","Professional, Scientific, and Technical Services (T)",Specialized Design Services (T),Graphic Design Services (T),Graphic Design Services
541430,Graphic design services,"Professional, Scientific, and Technical Services (T)","Professional, Scientific, and Technical Services (T)",Specialized Design Services (T),Graphic Design Services (T),Graphic Design Services
541430,"Illustrators, independent commercial","Professional, Scientific, and Technical Services (T)","Professional, Scientific, and Technical Services (T)",Specialized Design Services (T),Graphic Design Services (T),Graphic Design Services
541430,Medical art services,"Professional, Scientific, and Technical Services (T)","Professional, Scientific, and Technical Services (T)",Specialized Design Services (T),Graphic Design Services (T),Graphic Design Services
541430,"Medical artists, independent","Professional, Scientific, and Technical Services (T)","Professional, Scientific, and Technical Services (T)",Specialized Design Services (T),Graphic Design Services (T),Graphic Design Services
541430,Medical illustration services,"Professional, Scientific, and Technical Services (T)","Professional, Scientific, and Technical Services (T)",Specialized Design Services (T),Graphic Design Services (T),Graphic Design Services
541430,"Medical illustrators, independent","Professional, Scientific, and Technical Services (T)","Professional, Scientific, and Technical Services (T)",Specialized Design Services (T),Graphic Design Services (T),Graphic Design Services
541430,Silk screen design services,"Professional, Scientific, and Technical Services (T)","Professional, Scientific, and Technical Services (T)",Specialized Design Services (T),Graphic Design Services (T),Graphic Design Services
541430,"Studios, commercial art","Professional, Scientific, and Technical Services (T)","Professional, Scientific, and Technical Services (T)",Specialized Design Services (T),Graphic Design Services (T),Graphic Design Services
541490,Clothing design services,"Professional, Scientific, and Technical Services (T)","Professional, Scientific, and Technical Services (T)",Specialized Design Services (T),Other Specialized Design Services (T),Other Specialized Design Services
541490,Costume design services (except independent theatrical costume designers),"Professional, Scientific, and Technical Services (T)","Professional, Scientific, and Technical Services (T)",Specialized Design Services (T),Other Specialized Design Services (T),Other Specialized Design Services
541490,Fashion design services,"Professional, Scientific, and Technical Services (T)","Professional, Scientific, and Technical Services (T)",Specialized Design Services (T),Other Specialized Design Services (T),Other Specialized Design Services
541490,Fashion designer services,"Professional, Scientific, and Technical Services (T)","Professional, Scientific, and Technical Services (T)",Specialized Design Services (T),Other Specialized Design Services (T),Other Specialized Design Services
541490,Float design services,"Professional, Scientific, and Technical Services (T)","Professional, Scientific, and Technical Services (T)",Specialized Design Services (T),Other Specialized Design Services (T),Other Specialized Design Services
541490,Fur design services,"Professional, Scientific, and Technical Services (T)","Professional, Scientific, and Technical Services (T)",Specialized Design Services (T),Other Specialized Design Services (T),Other Specialized Design Services
541490,Jewelry design services,"Professional, Scientific, and Technical Services (T)","Professional, Scientific, and Technical Services (T)",Specialized Design Services (T),Other Specialized Design Services (T),Other Specialized Design Services
541490,Lighting design services,"Professional, Scientific, and Technical Services (T)","Professional, Scientific, and Technical Services (T)",Specialized Design Services (T),Other Specialized Design Services (T),Other Specialized Design Services
541490,Shoe design services,"Professional, Scientific, and Technical Services (T)","Professional, Scientific, and Technical Services (T)",Specialized Design Services (T),Other Specialized Design Services (T),Other Specialized Design Services
541490,Textile design services,"Professional, Scientific, and Technical Services (T)","Professional, Scientific, and Technical Services (T)",Specialized Design Services (T),Other Specialized Design Services (T),Other Specialized Design Services
541511,"Applications software programming services, custom computer","Professional, Scientific, and Technical Services (T)","Professional, Scientific, and Technical Services (T)",Computer Systems Design and Related Services (T),Computer Systems Design and Related Services (T),Custom Computer Programming Services
541511,"Computer program or software development, custom","Professional, Scientific, and Technical Services (T)","Professional, Scientific, and Technical Services (T)",Computer Systems Design and Related Services (T),Computer Systems Design and Related Services (T),Custom Computer Programming Services
541511,"Computer programming services, custom","Professional, Scientific, and Technical Services (T)","Professional, Scientific, and Technical Services (T)",Computer Systems Design and Related Services (T),Computer Systems Design and Related Services (T),Custom Computer Programming Services
541511,"Computer software analysis and design services, custom","Professional, Scientific, and Technical Services (T)","Professional, Scientific, and Technical Services (T)",Computer Systems Design and Related Services (T),Computer Systems Design and Related Services (T),Custom Computer Programming Services
541511,"Computer software programming services, custom","Professional, Scientific, and Technical Services (T)","Professional, Scientific, and Technical Services (T)",Computer Systems Design and Related Services (T),Computer Systems Design and Related Services (T),Custom Computer Programming Services
541511,"Computer software support services, custom","Professional, Scientific, and Technical Services (T)","Professional, Scientific, and Technical Services (T)",Computer Systems Design and Related Services (T),Computer Systems Design and Related Services (T),Custom Computer Programming Services
541511,Industrial robot automation applications/software design and development services,"Professional, Scientific, and Technical Services (T)","Professional, Scientific, and Technical Services (T)",Computer Systems Design and Related Services (T),Computer Systems Design and Related Services (T),Custom Computer Programming Services
541511,Industrial robot programming services,"Professional, Scientific, and Technical Services (T)","Professional, Scientific, and Technical Services (T)",Computer Systems Design and Related Services (T),Computer Systems Design and Related Services (T),Custom Computer Programming Services
541511,Machine vision software design and development services,"Professional, Scientific, and Technical Services (T)","Professional, Scientific, and Technical Services (T)",Computer Systems Design and Related Services (T),Computer Systems Design and Related Services (T),Custom Computer Programming Services
541511,Material handling robot applications/software design and development services,"Professional, Scientific, and Technical Services (T)","Professional, Scientific, and Technical Services (T)",Computer Systems Design and Related Services (T),Computer Systems Design and Related Services (T),Custom Computer Programming Services
541511,"Programming services, custom computer","Professional, Scientific, and Technical Services (T)","Professional, Scientific, and Technical Services (T)",Computer Systems Design and Related Services (T),Computer Systems Design and Related Services (T),Custom Computer Programming Services
541511,Robotics applications/software design and development services,"Professional, Scientific, and Technical Services (T)","Professional, Scientific, and Technical Services (T)",Computer Systems Design and Related Services (T),Computer Systems Design and Related Services (T),Custom Computer Programming Services
541511,Robotics process automation software design and development services,"Professional, Scientific, and Technical Services (T)","Professional, Scientific, and Technical Services (T)",Computer Systems Design and Related Services (T),Computer Systems Design and Related Services (T),Custom Computer Programming Services
541511,"Search engine optimization (SEO) services, custom (except hosting and infrastructure support services)","Professional, Scientific, and Technical Services (T)","Professional, Scientific, and Technical Services (T)",Computer Systems Design and Related Services (T),Computer Systems Design and Related Services (T),Custom Computer Programming Services
541511,"Software analysis and design services, custom computer","Professional, Scientific, and Technical Services (T)","Professional, Scientific, and Technical Services (T)",Computer Systems Design and Related Services (T),Computer Systems Design and Related Services (T),Custom Computer Programming Services
541511,"Software programming services, custom computer","Professional, Scientific, and Technical Services (T)","Professional, Scientific, and Technical Services (T)",Computer Systems Design and Related Services (T),Computer Systems Design and Related Services (T),Custom Computer Programming Services
541511,"Web (i.e., Internet) page design services, custom","Professional, Scientific, and Technical Services (T)","Professional, Scientific, and Technical Services (T)",Computer Systems Design and Related Services (T),Computer Systems Design and Related Services (T),Custom Computer Programming Services
541511,Welding robot applications/software design and development services,"Professional, Scientific, and Technical Services (T)","Professional, Scientific, and Technical Services (T)",Computer Systems Design and Related Services (T),Computer Systems Design and Related Services (T),Custom Computer Programming Services
813110,"Temples, religious",Other Services (except Public Administration) (T),"Religious, Grantmaking, Civic, Professional, and Similar Organizations (T)",Religious Organizations,Religious Organizations,Religious Organizations
541512,Audio visual and IT (information technology) systems integration design services,"Professional, Scientific, and Technical Services (T)","Professional, Scientific, and Technical Services (T)",Computer Systems Design and Related Services (T),Computer Systems Design and Related Services (T),Computer Systems Design Services
541512,CAD (computer-aided design) systems integration design services,"Professional, Scientific, and Technical Services (T)","Professional, Scientific, and Technical Services (T)",Computer Systems Design and Related Services (T),Computer Systems Design and Related Services (T),Computer Systems Design Services
541512,CAE (computer-aided engineering) systems integration design services,"Professional, Scientific, and Technical Services (T)","Professional, Scientific, and Technical Services (T)",Computer Systems Design and Related Services (T),Computer Systems Design and Related Services (T),Computer Systems Design Services
541512,CAM (computer-aided manufacturing) systems integration design services,"Professional, Scientific, and Technical Services (T)","Professional, Scientific, and Technical Services (T)",Computer Systems Design and Related Services (T),Computer Systems Design and Related Services (T),Computer Systems Design Services
541512,Computer hardware consulting services or consultants,"Professional, Scientific, and Technical Services (T)","Professional, Scientific, and Technical Services (T)",Computer Systems Design and Related Services (T),Computer Systems Design and Related Services (T),Computer Systems Design Services
541512,Computer software consulting services or consultants,"Professional, Scientific, and Technical Services (T)","Professional, Scientific, and Technical Services (T)",Computer Systems Design and Related Services (T),Computer Systems Design and Related Services (T),Computer Systems Design Services
541512,Computer systems integration analysis and design services,"Professional, Scientific, and Technical Services (T)","Professional, Scientific, and Technical Services (T)",Computer Systems Design and Related Services (T),Computer Systems Design and Related Services (T),Computer Systems Design Services
541512,Computer systems integration design consulting services,"Professional, Scientific, and Technical Services (T)","Professional, Scientific, and Technical Services (T)",Computer Systems Design and Related Services (T),Computer Systems Design and Related Services (T),Computer Systems Design Services
541512,Computer systems integrator services,"Professional, Scientific, and Technical Services (T)","Professional, Scientific, and Technical Services (T)",Computer Systems Design and Related Services (T),Computer Systems Design and Related Services (T),Computer Systems Design Services
541512,Computer-aided design (CAD) systems integration design services,"Professional, Scientific, and Technical Services (T)","Professional, Scientific, and Technical Services (T)",Computer Systems Design and Related Services (T),Computer Systems Design and Related Services (T),Computer Systems Design Services
541512,Computer-aided engineering (CAE) systems integration design services,"Professional, Scientific, and Technical Services (T)","Professional, Scientific, and Technical Services (T)",Computer Systems Design and Related Services (T),Computer Systems Design and Related Services (T),Computer Systems Design Services
541512,Computer-aided manufacturing (CAM) systems integration design services,"Professional, Scientific, and Technical Services (T)","Professional, Scientific, and Technical Services (T)",Computer Systems Design and Related Services (T),Computer Systems Design and Related Services (T),Computer Systems Design Services
541512,Information management computer systems integration design services,"Professional, Scientific, and Technical Services (T)","Professional, Scientific, and Technical Services (T)",Computer Systems Design and Related Services (T),Computer Systems Design and Related Services (T),Computer Systems Design Services
541512,Local area network (LAN) computer systems integration design services,"Professional, Scientific, and Technical Services (T)","Professional, Scientific, and Technical Services (T)",Computer Systems Design and Related Services (T),Computer Systems Design and Related Services (T),Computer Systems Design Services
541512,"Network systems integration design services, computer","Professional, Scientific, and Technical Services (T)","Professional, Scientific, and Technical Services (T)",Computer Systems Design and Related Services (T),Computer Systems Design and Related Services (T),Computer Systems Design Services
541512,Office automation computer systems integration design services,"Professional, Scientific, and Technical Services (T)","Professional, Scientific, and Technical Services (T)",Computer Systems Design and Related Services (T),Computer Systems Design and Related Services (T),Computer Systems Design Services
541512,"Systems integration design consulting services, computer","Professional, Scientific, and Technical Services (T)","Professional, Scientific, and Technical Services (T)",Computer Systems Design and Related Services (T),Computer Systems Design and Related Services (T),Computer Systems Design Services
541512,"Systems integration design services, computer","Professional, Scientific, and Technical Services (T)","Professional, Scientific, and Technical Services (T)",Computer Systems Design and Related Services (T),Computer Systems Design and Related Services (T),Computer Systems Design Services
541513,"Computer systems facilities (i.e., clients' facilities) management and operation services","Professional, Scientific, and Technical Services (T)","Professional, Scientific, and Technical Services (T)",Computer Systems Design and Related Services (T),Computer Systems Design and Related Services (T),Computer Facilities Management Services
541513,"Data processing facilities (i.e., clients' facilities) management and operation services","Professional, Scientific, and Technical Services (T)","Professional, Scientific, and Technical Services (T)",Computer Systems Design and Related Services (T),Computer Systems Design and Related Services (T),Computer Facilities Management Services
541513,"Facilities (i.e., clients' facilities) management and operation services, computer systems or data processing","Professional, Scientific, and Technical Services (T)","Professional, Scientific, and Technical Services (T)",Computer Systems Design and Related Services (T),Computer Systems Design and Related Services (T),Computer Facilities Management Services
541513,"Facilities (i.e., clients' facilities) support services, computer systems or data processing","Professional, Scientific, and Technical Services (T)","Professional, Scientific, and Technical Services (T)",Computer Systems Design and Related Services (T),Computer Systems Design and Related Services (T),Computer Facilities Management Services
541519,Computer disaster recovery services,"Professional, Scientific, and Technical Services (T)","Professional, Scientific, and Technical Services (T)",Computer Systems Design and Related Services (T),Computer Systems Design and Related Services (T),Other Computer Related Services
541519,"Software installation services, computer","Professional, Scientific, and Technical Services (T)","Professional, Scientific, and Technical Services (T)",Computer Systems Design and Related Services (T),Computer Systems Design and Related Services (T),Other Computer Related Services
541611,Administrative management consulting services,"Professional, Scientific, and Technical Services (T)","Professional, Scientific, and Technical Services (T)","Management, Scientific, and Technical Consulting Services (T)",Management Consulting Services (T),Administrative Management and General Management Consulting Services
541611,Business management consulting services,"Professional, Scientific, and Technical Services (T)","Professional, Scientific, and Technical Services (T)","Management, Scientific, and Technical Consulting Services (T)",Management Consulting Services (T),Administrative Management and General Management Consulting Services
541611,Business start-up consulting services,"Professional, Scientific, and Technical Services (T)","Professional, Scientific, and Technical Services (T)","Management, Scientific, and Technical Consulting Services (T)",Management Consulting Services (T),Administrative Management and General Management Consulting Services
541611,Financial management consulting (except investment advice) services,"Professional, Scientific, and Technical Services (T)","Professional, Scientific, and Technical Services (T)","Management, Scientific, and Technical Consulting Services (T)",Management Consulting Services (T),Administrative Management and General Management Consulting Services
541611,General management consulting services,"Professional, Scientific, and Technical Services (T)","Professional, Scientific, and Technical Services (T)","Management, Scientific, and Technical Consulting Services (T)",Management Consulting Services (T),Administrative Management and General Management Consulting Services
541611,Medical office management consulting services or consultants,"Professional, Scientific, and Technical Services (T)","Professional, Scientific, and Technical Services (T)","Management, Scientific, and Technical Consulting Services (T)",Management Consulting Services (T),Administrative Management and General Management Consulting Services
541611,Records management consulting services,"Professional, Scientific, and Technical Services (T)","Professional, Scientific, and Technical Services (T)","Management, Scientific, and Technical Consulting Services (T)",Management Consulting Services (T),Administrative Management and General Management Consulting Services
541611,Reorganizational consulting services,"Professional, Scientific, and Technical Services (T)","Professional, Scientific, and Technical Services (T)","Management, Scientific, and Technical Consulting Services (T)",Management Consulting Services (T),Administrative Management and General Management Consulting Services
541611,Site location consulting services,"Professional, Scientific, and Technical Services (T)","Professional, Scientific, and Technical Services (T)","Management, Scientific, and Technical Consulting Services (T)",Management Consulting Services (T),Administrative Management and General Management Consulting Services
541611,Site selection consulting services,"Professional, Scientific, and Technical Services (T)","Professional, Scientific, and Technical Services (T)","Management, Scientific, and Technical Consulting Services (T)",Management Consulting Services (T),Administrative Management and General Management Consulting Services
541611,Strategic planning consulting services,"Professional, Scientific, and Technical Services (T)","Professional, Scientific, and Technical Services (T)","Management, Scientific, and Technical Consulting Services (T)",Management Consulting Services (T),Administrative Management and General Management Consulting Services
541612,Actuarial consulting services (except insurance actuarial services),"Professional, Scientific, and Technical Services (T)","Professional, Scientific, and Technical Services (T)","Management, Scientific, and Technical Consulting Services (T)",Management Consulting Services (T),Human Resources Consulting Services
541612,Benefit consulting services,"Professional, Scientific, and Technical Services (T)","Professional, Scientific, and Technical Services (T)","Management, Scientific, and Technical Consulting Services (T)",Management Consulting Services (T),Human Resources Consulting Services
541612,Compensation consulting services,"Professional, Scientific, and Technical Services (T)","Professional, Scientific, and Technical Services (T)","Management, Scientific, and Technical Consulting Services (T)",Management Consulting Services (T),Human Resources Consulting Services
541612,Compensation planning services,"Professional, Scientific, and Technical Services (T)","Professional, Scientific, and Technical Services (T)","Management, Scientific, and Technical Consulting Services (T)",Management Consulting Services (T),Human Resources Consulting Services
541612,Employee assessment consulting services,"Professional, Scientific, and Technical Services (T)","Professional, Scientific, and Technical Services (T)","Management, Scientific, and Technical Consulting Services (T)",Management Consulting Services (T),Human Resources Consulting Services
541612,Employee benefit consulting services,"Professional, Scientific, and Technical Services (T)","Professional, Scientific, and Technical Services (T)","Management, Scientific, and Technical Consulting Services (T)",Management Consulting Services (T),Human Resources Consulting Services
541612,Employee compensation consulting services,"Professional, Scientific, and Technical Services (T)","Professional, Scientific, and Technical Services (T)","Management, Scientific, and Technical Consulting Services (T)",Management Consulting Services (T),Human Resources Consulting Services
541612,Human resource consulting services,"Professional, Scientific, and Technical Services (T)","Professional, Scientific, and Technical Services (T)","Management, Scientific, and Technical Consulting Services (T)",Management Consulting Services (T),Human Resources Consulting Services
541612,Labor relations consulting services,"Professional, Scientific, and Technical Services (T)","Professional, Scientific, and Technical Services (T)","Management, Scientific, and Technical Consulting Services (T)",Management Consulting Services (T),Human Resources Consulting Services
541612,Organization development consulting services,"Professional, Scientific, and Technical Services (T)","Professional, Scientific, and Technical Services (T)","Management, Scientific, and Technical Consulting Services (T)",Management Consulting Services (T),Human Resources Consulting Services
541612,Personnel management consulting services,"Professional, Scientific, and Technical Services (T)","Professional, Scientific, and Technical Services (T)","Management, Scientific, and Technical Consulting Services (T)",Management Consulting Services (T),Human Resources Consulting Services
541613,Customer service management consulting services,"Professional, Scientific, and Technical Services (T)","Professional, Scientific, and Technical Services (T)","Management, Scientific, and Technical Consulting Services (T)",Management Consulting Services (T),Marketing Consulting Services
541613,Marketing consulting services,"Professional, Scientific, and Technical Services (T)","Professional, Scientific, and Technical Services (T)","Management, Scientific, and Technical Consulting Services (T)",Management Consulting Services (T),Marketing Consulting Services
541613,Marketing management consulting services,"Professional, Scientific, and Technical Services (T)","Professional, Scientific, and Technical Services (T)","Management, Scientific, and Technical Consulting Services (T)",Management Consulting Services (T),Marketing Consulting Services
541613,New product development consulting services,"Professional, Scientific, and Technical Services (T)","Professional, Scientific, and Technical Services (T)","Management, Scientific, and Technical Consulting Services (T)",Management Consulting Services (T),Marketing Consulting Services
541613,Sales management consulting services,"Professional, Scientific, and Technical Services (T)","Professional, Scientific, and Technical Services (T)","Management, Scientific, and Technical Consulting Services (T)",Management Consulting Services (T),Marketing Consulting Services
541614,Customs consulting services,"Professional, Scientific, and Technical Services (T)","Professional, Scientific, and Technical Services (T)","Management, Scientific, and Technical Consulting Services (T)",Management Consulting Services (T),"Process, Physical Distribution, and Logistics Consulting Services"
541614,"Efficiency management (i.e., efficiency expert) consulting services","Professional, Scientific, and Technical Services (T)","Professional, Scientific, and Technical Services (T)","Management, Scientific, and Technical Consulting Services (T)",Management Consulting Services (T),"Process, Physical Distribution, and Logistics Consulting Services"
541614,Freight rate auditor services,"Professional, Scientific, and Technical Services (T)","Professional, Scientific, and Technical Services (T)","Management, Scientific, and Technical Consulting Services (T)",Management Consulting Services (T),"Process, Physical Distribution, and Logistics Consulting Services"
541614,Freight rate consulting services,"Professional, Scientific, and Technical Services (T)","Professional, Scientific, and Technical Services (T)","Management, Scientific, and Technical Consulting Services (T)",Management Consulting Services (T),"Process, Physical Distribution, and Logistics Consulting Services"
541614,Freight traffic consulting services,"Professional, Scientific, and Technical Services (T)","Professional, Scientific, and Technical Services (T)","Management, Scientific, and Technical Consulting Services (T)",Management Consulting Services (T),"Process, Physical Distribution, and Logistics Consulting Services"
541614,Inventory planning and control management consulting services,"Professional, Scientific, and Technical Services (T)","Professional, Scientific, and Technical Services (T)","Management, Scientific, and Technical Consulting Services (T)",Management Consulting Services (T),"Process, Physical Distribution, and Logistics Consulting Services"
541614,Logistics and integrated supply chain management consulting services,"Professional, Scientific, and Technical Services (T)","Professional, Scientific, and Technical Services (T)","Management, Scientific, and Technical Consulting Services (T)",Management Consulting Services (T),"Process, Physical Distribution, and Logistics Consulting Services"
541614,Logistics management consulting services,"Professional, Scientific, and Technical Services (T)","Professional, Scientific, and Technical Services (T)","Management, Scientific, and Technical Consulting Services (T)",Management Consulting Services (T),"Process, Physical Distribution, and Logistics Consulting Services"
541614,Manufacturing management consulting services,"Professional, Scientific, and Technical Services (T)","Professional, Scientific, and Technical Services (T)","Management, Scientific, and Technical Consulting Services (T)",Management Consulting Services (T),"Process, Physical Distribution, and Logistics Consulting Services"
541614,Manufacturing operations improvement consulting services,"Professional, Scientific, and Technical Services (T)","Professional, Scientific, and Technical Services (T)","Management, Scientific, and Technical Consulting Services (T)",Management Consulting Services (T),"Process, Physical Distribution, and Logistics Consulting Services"
541614,Materials management consulting services,"Professional, Scientific, and Technical Services (T)","Professional, Scientific, and Technical Services (T)","Management, Scientific, and Technical Consulting Services (T)",Management Consulting Services (T),"Process, Physical Distribution, and Logistics Consulting Services"
541614,Operations research consulting services,"Professional, Scientific, and Technical Services (T)","Professional, Scientific, and Technical Services (T)","Management, Scientific, and Technical Consulting Services (T)",Management Consulting Services (T),"Process, Physical Distribution, and Logistics Consulting Services"
541614,Physical distribution consulting services,"Professional, Scientific, and Technical Services (T)","Professional, Scientific, and Technical Services (T)","Management, Scientific, and Technical Consulting Services (T)",Management Consulting Services (T),"Process, Physical Distribution, and Logistics Consulting Services"
541614,Production planning and control consulting services,"Professional, Scientific, and Technical Services (T)","Professional, Scientific, and Technical Services (T)","Management, Scientific, and Technical Consulting Services (T)",Management Consulting Services (T),"Process, Physical Distribution, and Logistics Consulting Services"
541614,Productivity improvement consulting services,"Professional, Scientific, and Technical Services (T)","Professional, Scientific, and Technical Services (T)","Management, Scientific, and Technical Consulting Services (T)",Management Consulting Services (T),"Process, Physical Distribution, and Logistics Consulting Services"
541614,Tariff rate consulting services,"Professional, Scientific, and Technical Services (T)","Professional, Scientific, and Technical Services (T)","Management, Scientific, and Technical Consulting Services (T)",Management Consulting Services (T),"Process, Physical Distribution, and Logistics Consulting Services"
541614,Tariff rate information services,"Professional, Scientific, and Technical Services (T)","Professional, Scientific, and Technical Services (T)","Management, Scientific, and Technical Consulting Services (T)",Management Consulting Services (T),"Process, Physical Distribution, and Logistics Consulting Services"
541614,Transportation management consulting services,"Professional, Scientific, and Technical Services (T)","Professional, Scientific, and Technical Services (T)","Management, Scientific, and Technical Consulting Services (T)",Management Consulting Services (T),"Process, Physical Distribution, and Logistics Consulting Services"
541618,Telecommunications management consulting services,"Professional, Scientific, and Technical Services (T)","Professional, Scientific, and Technical Services (T)","Management, Scientific, and Technical Consulting Services (T)",Management Consulting Services (T),Other Management Consulting Services
541618,Utilities management consulting services,"Professional, Scientific, and Technical Services (T)","Professional, Scientific, and Technical Services (T)","Management, Scientific, and Technical Consulting Services (T)",Management Consulting Services (T),Other Management Consulting Services
541620,Ecological restoration consulting services,"Professional, Scientific, and Technical Services (T)","Professional, Scientific, and Technical Services (T)","Management, Scientific, and Technical Consulting Services (T)",Environmental Consulting Services (T),Environmental Consulting Services
541620,Environmental consulting services,"Professional, Scientific, and Technical Services (T)","Professional, Scientific, and Technical Services (T)","Management, Scientific, and Technical Consulting Services (T)",Environmental Consulting Services (T),Environmental Consulting Services
541620,Environmental reclamation planning services,"Professional, Scientific, and Technical Services (T)","Professional, Scientific, and Technical Services (T)","Management, Scientific, and Technical Consulting Services (T)",Environmental Consulting Services (T),Environmental Consulting Services
541620,Sanitation consulting services,"Professional, Scientific, and Technical Services (T)","Professional, Scientific, and Technical Services (T)","Management, Scientific, and Technical Consulting Services (T)",Environmental Consulting Services (T),Environmental Consulting Services
541620,Site remediation consulting services,"Professional, Scientific, and Technical Services (T)","Professional, Scientific, and Technical Services (T)","Management, Scientific, and Technical Consulting Services (T)",Environmental Consulting Services (T),Environmental Consulting Services
541620,Wetland restoration planning services,"Professional, Scientific, and Technical Services (T)","Professional, Scientific, and Technical Services (T)","Management, Scientific, and Technical Consulting Services (T)",Environmental Consulting Services (T),Environmental Consulting Services
541690,Agricultural consulting services,"Professional, Scientific, and Technical Services (T)","Professional, Scientific, and Technical Services (T)","Management, Scientific, and Technical Consulting Services (T)",Other Scientific and Technical Consulting Services (T),Other Scientific and Technical Consulting Services
541690,Agrology consulting services,"Professional, Scientific, and Technical Services (T)","Professional, Scientific, and Technical Services (T)","Management, Scientific, and Technical Consulting Services (T)",Other Scientific and Technical Consulting Services (T),Other Scientific and Technical Consulting Services
541690,Agronomy consulting services,"Professional, Scientific, and Technical Services (T)","Professional, Scientific, and Technical Services (T)","Management, Scientific, and Technical Consulting Services (T)",Other Scientific and Technical Consulting Services (T),Other Scientific and Technical Consulting Services
541690,Biological consulting services,"Professional, Scientific, and Technical Services (T)","Professional, Scientific, and Technical Services (T)","Management, Scientific, and Technical Consulting Services (T)",Other Scientific and Technical Consulting Services (T),Other Scientific and Technical Consulting Services
541690,Building envelope consulting services,"Professional, Scientific, and Technical Services (T)","Professional, Scientific, and Technical Services (T)","Management, Scientific, and Technical Consulting Services (T)",Other Scientific and Technical Consulting Services (T),Other Scientific and Technical Consulting Services
541690,Chemical consulting services,"Professional, Scientific, and Technical Services (T)","Professional, Scientific, and Technical Services (T)","Management, Scientific, and Technical Consulting Services (T)",Other Scientific and Technical Consulting Services (T),Other Scientific and Technical Consulting Services
541690,Dairy herd consulting services,"Professional, Scientific, and Technical Services (T)","Professional, Scientific, and Technical Services (T)","Management, Scientific, and Technical Consulting Services (T)",Other Scientific and Technical Consulting Services (T),Other Scientific and Technical Consulting Services
541690,Economic consulting services,"Professional, Scientific, and Technical Services (T)","Professional, Scientific, and Technical Services (T)","Management, Scientific, and Technical Consulting Services (T)",Other Scientific and Technical Consulting Services (T),Other Scientific and Technical Consulting Services
541690,Energy consulting services,"Professional, Scientific, and Technical Services (T)","Professional, Scientific, and Technical Services (T)","Management, Scientific, and Technical Consulting Services (T)",Other Scientific and Technical Consulting Services (T),Other Scientific and Technical Consulting Services
